user_id,template_id,assistment_id,order_id,problem_id,skill_name,correct,ms_first_response,attempt_count,hint_count,hint_total
83169,30060,33192,32285052,51477,Box and Whisker,1,52546,1,0,4
84316,30059,33122,33350986,51407,Box and Whisker,1,39728,1,0,3
84316,30060,33173,33351110,51458,Box and Whisker,0,29223,11,4,4
84316,30799,33150,33351450,51435,Box and Whisker,1,18323,1,0,3
84316,30060,33192,33351526,51477,Box and Whisker,1,15032,1,0,4
84316,30059,33123,33351565,51408,Box and Whisker,0,21145,2,0,3
84316,30060,33180,33573401,51465,Box and Whisker,1,29968,1,0,4
84316,30799,33143,33573433,51428,Box and Whisker,0,23327,2,0,3
84316,30059,33127,33573453,51412,Box and Whisker,1,6781,1,0,3
84316,30060,33193,33573460,51478,Box and Whisker,1,28983,1,0,4
84316,30059,33119,33573480,51404,Box and Whisker,1,8578,1,0,3
85725,30799,33166,35215321,51451,Box and Whisker,0,30919,2,1,3
85725,30799,33156,35721323,51441,Box and Whisker,1,7036,1,0,3
85725,30060,33189,35721334,51474,Box and Whisker,1,22870,1,0,4
86489,30059,33114,35350335,51399,Box and Whisker,1,87297,1,0,3
86489,30059,33130,35350667,51415,Box and Whisker,1,28526,1,0,3
86489,30059,33123,35350827,51408,Box and Whisker,1,18813,1,0,3
86489,30059,33125,35350906,51410,Box and Whisker,1,9367,1,0,3
86489,30059,33133,35351044,51418,Box and Whisker,1,13520,1,0,3
86489,30059,33131,35351146,51416,Box and Whisker,1,17620,1,0,3
86489,30060,33195,35351283,51480,Box and Whisker,0,24606,2,0,4
86489,30060,33178,35351788,51463,Box and Whisker,0,67674,2,0,4
86489,30060,33180,35352130,51465,Box and Whisker,1,39894,1,0,4
86489,30060,33168,35352330,51453,Box and Whisker,1,17267,1,0,4
86489,30060,33181,35352430,51466,Box and Whisker,1,17944,1,0,4
86489,30799,33148,35352587,51433,Box and Whisker,0,14738,4,0,3
86489,30799,33154,35352820,51439,Box and Whisker,1,9226,1,0,3
86489,30799,33146,35352861,51431,Box and Whisker,1,6554,1,0,3
86489,30799,33143,35352899,51428,Box and Whisker,1,7091,1,0,3
91260,30060,33194,35232500,51479,Box and Whisker,1,5993,1,0,4
91260,30799,33138,35232523,51423,Box and Whisker,1,4314,1,0,3
91301,30060,33181,35284800,51466,Box and Whisker,1,30385,1,0,4
91301,30060,33172,35284950,51457,Box and Whisker,1,12207,1,0,4
91406,30059,33136,35352182,51421,Box and Whisker,1,15959,1,0,3
91406,30059,33116,35352299,51401,Box and Whisker,1,31236,1,0,3
91406,30059,33136,35352485,51421,Box and Whisker,1,13212,1,0,3
91406,30059,33134,35352576,51419,Box and Whisker,1,6499,1,0,3
91406,30059,33127,35352685,51412,Box and Whisker,1,6695,1,0,3
91406,30059,33130,35352706,51415,Box and Whisker,1,4971,1,0,3
91406,30060,33172,35352754,51457,Box and Whisker,1,15358,1,0,4
91406,30799,33164,35352890,51449,Box and Whisker,1,10456,1,0,3
91409,30059,33119,35350362,51404,Box and Whisker,0,29024,2,0,3
91409,30059,33118,35350592,51403,Box and Whisker,1,59790,1,0,3
91409,30059,33107,35350798,51392,Box and Whisker,1,19095,1,0,3
91409,30059,33130,35350888,51415,Box and Whisker,1,28576,1,0,3
91409,30059,33122,35351100,51407,Box and Whisker,1,18839,1,0,3
91409,30059,33123,35351181,51408,Box and Whisker,1,13062,1,0,3
91409,30059,33108,35351296,51393,Box and Whisker,1,13575,1,0,3
91409,30059,33127,35351388,51412,Box and Whisker,1,9684,1,0,3
91409,30060,33180,35351581,51465,Box and Whisker,0,37177,2,0,4
91409,30060,33182,35351930,51467,Box and Whisker,0,26934,2,0,4
91409,30060,33192,35352213,51477,Box and Whisker,1,26612,1,0,4
91409,30060,33184,35352372,51469,Box and Whisker,1,28453,1,0,4
91409,30060,33196,35352501,51481,Box and Whisker,1,23694,1,0,4
91409,30799,33163,35352690,51448,Box and Whisker,1,31548,1,0,3
91436,30059,33135,35354401,51420,Box and Whisker,0,7218,1,3,3
91436,30059,33116,35354482,51401,Box and Whisker,0,7990,1,3,3
91436,30059,33117,35354545,51402,Box and Whisker,0,5645,1,3,3
91436,30059,33118,35354730,51403,Box and Whisker,0,1794,1,3,3
91436,30059,33114,35354750,51399,Box and Whisker,0,1907,1,3,3
91436,30059,33131,35354861,51416,Box and Whisker,0,4689,1,3,3
91459,30059,33112,35375740,51397,Box and Whisker,1,17312,1,0,2
91459,30059,33118,35376031,51403,Box and Whisker,1,27859,1,0,3
91459,30059,33114,35376639,51399,Box and Whisker,1,7430,1,0,3
91459,30059,33108,35376767,51393,Box and Whisker,1,8293,1,0,3
91459,30059,33136,35377063,51421,Box and Whisker,1,5494,1,0,3
91459,30059,33109,35377166,51394,Box and Whisker,1,4843,1,0,3
91459,30060,33191,35377340,51476,Box and Whisker,0,9737,14,1,4
91459,30799,33150,35378529,51435,Box and Whisker,1,7812,1,0,3
96217,30059,33121,38269558,51406,Box and Whisker,1,17795,1,0,3
96217,30060,33172,38269559,51457,Box and Whisker,1,14356,1,0,4
96217,30799,33137,38270125,51422,Box and Whisker,1,8734,1,0,3
96217,30060,33178,38270126,51463,Box and Whisker,0,5345,2,0,4
96217,30060,33186,38270127,51471,Box and Whisker,1,12707,1,0,4
96217,30059,33125,38270128,51410,Box and Whisker,1,5466,1,0,3
96217,30059,33107,38270129,51392,Box and Whisker,1,5852,1,0,3
96217,30059,33131,38270262,51416,Box and Whisker,0,6092,2,0,3
96217,30060,33195,38270263,51480,Box and Whisker,1,5812,1,0,4
96217,30060,33191,38270264,51476,Box and Whisker,0,4408,2,0,4
96217,30059,33111,38270265,51396,Box and Whisker,1,15188,1,0,3
96217,30799,33149,38270266,51434,Box and Whisker,1,5165,1,0,3
96217,30059,33119,38270267,51404,Box and Whisker,1,3737,1,0,3
96217,30059,33117,38270268,51402,Box and Whisker,1,6462,1,0,3
96217,30059,33118,38270269,51403,Box and Whisker,1,5371,1,0,3
96217,30799,33165,38270270,51450,Box and Whisker,1,3762,1,0,3
96217,30799,33158,38270271,51443,Box and Whisker,1,23763,1,0,3
96242,30799,33148,38158594,51433,Box and Whisker,0,24000,3,3,3
96242,30060,33170,38158595,51455,Box and Whisker,0,158157,1,4,4
96242,30799,33150,38158596,51435,Box and Whisker,1,6359,1,0,3
96242,30060,33187,38158597,51472,Box and Whisker,1,14969,1,0,4
96242,30059,33127,38158598,51412,Box and Whisker,0,72656,2,1,3
96242,30059,33108,38158599,51393,Box and Whisker,1,6984,1,0,3
96242,30059,33126,38158600,51411,Box and Whisker,1,5766,1,0,3
96248,30059,33134,38289398,51419,Box and Whisker,1,5257,1,0,3
96248,30799,33145,38289399,51430,Box and Whisker,0,57514,4,3,3
96248,30060,33172,38289400,51457,Box and Whisker,0,5944,5,4,4
96248,30799,33163,38289401,51448,Box and Whisker,1,14696,1,0,3
96248,30060,33168,38289402,51453,Box and Whisker,0,5382,3,4,4
96248,30799,33142,38289403,51427,Box and Whisker,1,33335,1,0,3
96248,30059,33136,38289404,51421,Box and Whisker,1,13830,1,0,3
96248,30060,33170,38289405,51455,Box and Whisker,0,40740,3,3,4
96248,30799,33164,38289406,51449,Box and Whisker,1,33880,1,0,3
96248,30060,33193,38289407,51478,Box and Whisker,1,25679,1,0,4
96249,30060,33185,38258448,51470,Box and Whisker,1,14690,1,0,4
96249,30060,33168,38258449,51453,Box and Whisker,0,19534,2,0,4
96249,30799,33143,38258450,51428,Box and Whisker,1,96263,1,0,3
96249,30059,33135,38258451,51420,Box and Whisker,1,5860,1,0,3
96249,30059,33133,38258452,51418,Box and Whisker,0,40958,2,3,3
96249,30060,33181,38258453,51466,Box and Whisker,1,6063,1,0,4
96249,30059,33123,38258454,51408,Box and Whisker,0,3812,2,0,3
96249,30799,33165,38258455,51450,Box and Whisker,1,5579,1,0,3
96249,30060,33194,38258456,51479,Box and Whisker,1,8406,1,0,4
96266,30059,33136,38186211,51421,Box and Whisker,1,19532,1,0,3
96266,30059,33130,38186212,51415,Box and Whisker,1,47876,1,0,3
96268,30060,33189,38157061,51474,Box and Whisker,1,53752,1,0,4
96268,30799,33161,38157062,51446,Box and Whisker,0,35659,2,2,3
96268,30059,33127,38157063,51412,Box and Whisker,0,27673,3,2,3
96268,30059,33111,38157064,51396,Box and Whisker,1,13300,1,0,3
96268,30059,33112,38157065,51397,Box and Whisker,1,543995,1,0,2
96268,30799,33156,38157066,51441,Box and Whisker,1,5911,1,0,3
96292,63447,73239,38219403,135664,Box and Whisker,0,16522,5,2,2
96292,63448,73206,38219404,135631,Box and Whisker,1,24411,1,0,2
96292,63447,73245,38219405,135670,Box and Whisker,0,199612,4,0,2
96292,63448,73207,38219406,135632,Box and Whisker,1,7815,1,0,2
96292,63448,73214,38219407,135639,Box and Whisker,1,3973,1,0,2
96292,63448,73216,38219408,135641,Box and Whisker,1,6403,1,0,2
96292,63446,73226,38219409,135651,Box and Whisker,0,13763,4,2,2
96292,63448,73215,38219410,135640,Box and Whisker,1,9641,1,0,2
96292,63448,73211,38219411,135636,Box and Whisker,1,7505,1,0,2
96292,63448,73212,38219412,135637,Box and Whisker,1,7952,1,0,2
96292,63447,73242,38219413,135667,Box and Whisker,1,22763,1,0,2
96292,63448,73210,38219414,135635,Box and Whisker,1,6888,1,0,2
96292,63446,73229,38219415,135654,Box and Whisker,0,164883,3,0,0
96292,63446,73220,38219416,135645,Box and Whisker,0,32069,2,2,2
96292,63447,73244,38219417,135669,Box and Whisker,0,46496,2,0,2
96292,63447,73234,38219418,135659,Box and Whisker,0,33643,3,0,2
96292,63448,73205,38219419,135630,Box and Whisker,1,10151,1,0,0
96292,63448,73213,38219420,135638,Box and Whisker,1,6991,1,0,2
96292,63447,73241,38219421,135666,Box and Whisker,0,419033,7,0,2
96292,63446,73230,38219422,135655,Box and Whisker,0,10071,2,0,2
96292,30060,33172,38219855,51457,Box and Whisker,1,12531,1,0,4
96292,30059,33127,38219856,51412,Box and Whisker,1,7299,1,0,3
96292,30059,33116,38220279,51401,Box and Whisker,1,27380,1,0,3
96292,30799,33145,38220280,51430,Box and Whisker,1,3813,1,0,3
96294,30799,33153,38136470,51438,Box and Whisker,1,15243,1,0,3
96294,30799,33152,38136471,51437,Box and Whisker,1,14500,1,0,3
96294,30799,33154,38136960,51439,Box and Whisker,1,3782,1,0,3
96294,30059,33127,38136961,51412,Box and Whisker,1,7915,1,0,3
96294,30059,33122,38137095,51407,Box and Whisker,1,5104,1,0,3
96294,30799,33139,38137096,51424,Box and Whisker,0,183046,2,0,3
96294,30060,33167,38137097,51452,Box and Whisker,1,11448,1,0,4
96294,30799,33149,38137098,51434,Box and Whisker,1,9176,1,0,3
96294,30799,33141,38137099,51426,Box and Whisker,1,3912,1,0,3
96294,30799,33140,38137100,51425,Box and Whisker,1,5217,1,0,3
96296,30799,33147,38212596,51432,Box and Whisker,1,15177,1,0,3
96296,30060,33186,38212597,51471,Box and Whisker,1,9396,1,0,4
96296,30799,33137,38213045,51422,Box and Whisker,1,2634,1,0,3
96296,30060,33190,38213046,51475,Box and Whisker,1,23054,1,0,4
96296,30799,33141,38213047,51426,Box and Whisker,0,9906,2,0,3
96296,30059,33115,38213048,51400,Box and Whisker,1,4006,1,0,3
96296,30799,33138,38213049,51423,Box and Whisker,1,3191,1,0,3
96296,30059,33127,38213171,51412,Box and Whisker,1,5356,1,0,3
96296,30059,33120,38213172,51405,Box and Whisker,1,3760,1,0,3
96296,30060,33180,38213173,51465,Box and Whisker,0,5205,3,0,4
96296,30060,33167,38213174,51452,Box and Whisker,0,4357,2,0,4
96296,30059,33129,38213175,51414,Box and Whisker,1,2924,1,0,3
96296,30799,33150,38213176,51435,Box and Whisker,1,7504,1,0,3
96296,30799,33166,38213177,51451,Box and Whisker,1,3498,1,0,3
96296,30799,33155,38213178,51440,Box and Whisker,1,2556,1,0,3
96296,30059,33135,38213179,51420,Box and Whisker,1,2937,1,0,3
96296,30059,33107,38213180,51392,Box and Whisker,1,4001,1,0,3
96296,30059,33123,38213181,51408,Box and Whisker,1,2814,1,0,3
96296,30799,33159,38213182,51444,Box and Whisker,1,3034,1,0,3
70708,30037,52670,29483296,92350,Circle Graph,0,31478,2,3,3
70733,30037,52668,28395820,92348,Circle Graph,1,54116,1,0,3
70733,30037,52644,28395890,92324,Circle Graph,1,25905,1,0,3
70733,30037,52652,28396386,92332,Circle Graph,1,27561,1,0,3
70733,52571,53465,35278351,93436,Circle Graph,0,134554,2,3,3
70733,52571,53486,35278445,93457,Circle Graph,0,38867,4,3,3
70733,52570,53400,35278535,93371,Circle Graph,0,16128,5,2,2
70733,52570,53437,35278690,93408,Circle Graph,1,19666,1,0,2
70733,52571,53481,35278728,93452,Circle Graph,0,12539,3,3,3
70733,52570,53402,35278753,93373,Circle Graph,0,22244,2,0,2
70872,30790,37067,30319263,58548,Circle Graph,0,13498,0,0,0
70872,30397,36820,30319442,57641,Circle Graph,0,32280,0,0,0
70872,30397,36831,30319527,57674,Circle Graph,1,94890,1,0,0
70872,30790,37059,30319680,58524,Circle Graph,1,36315,1,0,0
70872,30397,36842,30319722,57707,Circle Graph,1,54663,1,0,0
70872,52570,53406,32270829,93377,Circle Graph,0,51515,3,2,2
70872,52570,53437,32270921,93408,Circle Graph,0,22672,3,2,2
70872,52570,53409,32271031,93380,Circle Graph,1,18718,1,0,2
70872,52571,53461,32271069,93432,Circle Graph,0,21844,2,3,3
71105,52570,53435,24330702,93406,Circle Graph,0,69187,12,2,2
71105,52570,53419,24332346,93390,Circle Graph,0,6250,1,2,2
71105,52570,53405,24332406,93376,Circle Graph,0,1844,1,2,2
71105,52570,53447,24332606,93418,Circle Graph,0,3234,1,2,2
71105,52571,53479,24332688,93450,Circle Graph,0,27578,1,3,3
71105,52570,53437,24332834,93408,Circle Graph,0,4047,1,2,2
71105,52571,53467,24332862,93438,Circle Graph,0,1953,1,3,3
71105,52571,53463,24332900,93434,Circle Graph,0,3531,1,3,3
71105,52571,53493,24333094,93464,Circle Graph,0,10296,3,3,3
71105,52570,53413,24333388,93384,Circle Graph,0,2812,1,2,2
71105,52570,53431,24333505,93402,Circle Graph,0,6890,1,1,2
71105,52570,53426,25089308,93397,Circle Graph,1,50141,1,0,2
71105,52570,53434,25089381,93405,Circle Graph,1,74828,1,0,2
71105,52570,53401,25089501,93372,Circle Graph,0,84172,2,0,2
71810,30037,52640,32000801,92320,Circle Graph,1,34854,1,0,3
72059,30037,52636,31777523,92316,Circle Graph,1,56507,1,0,3
72059,52571,53488,33409475,93459,Circle Graph,1,30608,1,0,3
72059,30397,36827,33409514,57662,Circle Graph,1,17896,1,0,0
72059,30790,37069,33409548,58554,Circle Graph,1,25121,1,0,0
72059,30038,31412,33409595,47108,Circle Graph,1,57493,1,0,0
72059,30397,36837,33409641,57692,Circle Graph,1,16147,1,0,0
77902,30037,31372,34261174,47042,Circle Graph,1,83405,1,0,4
78588,30037,52671,27412683,92351,Circle Graph,0,29410,1,1,3
78815,52570,53449,22132806,93420,Circle Graph,0,55344,1,2,2
78815,52570,53423,22133064,93394,Circle Graph,1,85531,1,0,2
78815,52571,53474,22133214,93445,Circle Graph,0,48235,2,3,3
78815,52570,53405,22133564,93376,Circle Graph,1,106391,1,0,2
78815,52571,53472,22133738,93443,Circle Graph,0,125094,3,3,3
78815,52570,53437,22134173,93408,Circle Graph,1,113657,1,0,2
78815,52570,53406,22134357,93377,Circle Graph,1,99890,1,0,2
78815,30397,36821,22134660,57644,Circle Graph,0,15578,0,0,0
78815,30397,36842,22134964,57707,Circle Graph,0,48500,0,0,0
78815,30397,36831,22135542,57674,Circle Graph,0,67156,0,0,0
78815,30790,37066,22135731,58545,Circle Graph,0,128641,1,0,0
78815,30397,36829,22136102,57668,Circle Graph,1,131000,1,0,0
78815,30037,31394,22136276,47064,Circle Graph,0,27672,1,4,4
78815,30037,31397,22136382,47067,Circle Graph,1,48125,1,0,4
78815,30038,31425,22136474,47147,Circle Graph,0,113234,1,0,0
78815,30038,31403,22136743,47081,Circle Graph,0,139687,1,0,0
78815,52571,53453,22709947,93424,Circle Graph,0,33040,1,3,3
78815,52571,53484,22710019,93455,Circle Graph,1,65021,1,0,3
78815,52571,53454,22710092,93425,Circle Graph,1,25191,1,0,3
78815,52570,53411,22710135,93382,Circle Graph,0,11628,1,2,2
78815,52571,53456,22710170,93427,Circle Graph,1,23333,1,0,3
78815,52570,53404,22710195,93375,Circle Graph,1,50803,1,0,2
78815,30397,36820,22710254,57641,Circle Graph,0,28610,0,0,0
78815,30397,36836,22710375,57689,Circle Graph,1,63821,1,0,0
78815,30790,37079,22710442,58584,Circle Graph,1,29545,1,0,0
78815,30397,36828,22710453,57665,Circle Graph,0,143796,1,0,0
78815,30397,36847,22710559,57722,Circle Graph,1,56423,1,0,0
78815,30397,36844,22710621,57713,Circle Graph,1,77337,1,0,0
78815,30790,37069,22710653,58554,Circle Graph,1,26862,1,0,0
78815,30397,36837,22710741,57692,Circle Graph,1,74747,1,0,0
78815,30397,36831,22710771,57674,Circle Graph,1,44077,1,0,0
78818,52570,53443,22132834,93414,Circle Graph,1,212421,1,0,2
78818,52570,53435,22133165,93406,Circle Graph,1,299250,1,0,2
78818,52570,53410,22133748,93381,Circle Graph,1,141531,1,0,2
78818,30397,36841,22134048,57704,Circle Graph,1,165922,1,0,0
78818,30397,36847,22134361,57722,Circle Graph,1,250984,1,0,0
78818,30790,37074,22134864,58569,Circle Graph,0,131828,1,0,0
78818,30037,31392,22135462,47062,Circle Graph,1,175875,1,0,4
78818,30037,31390,22135788,47060,Circle Graph,1,133875,1,0,4
78949,52571,53478,22851435,93449,Circle Graph,0,58658,3,3,3
78949,52570,53401,22851982,93372,Circle Graph,0,101472,3,0,2
78949,52570,53404,22852968,93375,Circle Graph,1,30016,1,0,2
78949,52571,53473,22853186,93444,Circle Graph,0,84922,2,0,3
78949,52570,53420,22853727,93391,Circle Graph,1,29280,1,0,2
78949,52571,53484,22853920,93455,Circle Graph,0,32889,3,3,3
78949,52571,53483,22855059,93454,Circle Graph,1,139829,1,0,3
78949,52570,53423,22856260,93394,Circle Graph,0,9953,4,2,2
78949,52571,53461,23199525,93432,Circle Graph,1,81842,1,0,3
78949,52570,53417,23199890,93388,Circle Graph,0,65046,4,2,2
78949,52570,53425,23200113,93396,Circle Graph,0,26640,3,2,2
78949,52570,53440,23200220,93411,Circle Graph,0,19672,2,2,2
78949,52571,53498,23200279,93469,Circle Graph,1,29811,1,0,3
78949,52571,53492,23200352,93463,Circle Graph,0,87466,3,3,3
78949,52570,53430,23200579,93401,Circle Graph,0,20749,4,2,2
78949,52571,53495,23200717,93466,Circle Graph,1,44999,1,0,3
78949,52570,53406,23201228,93377,Circle Graph,0,48015,4,2,2
78949,52570,53408,23202384,93379,Circle Graph,0,31030,2,2,2
78949,52570,53418,23202574,93389,Circle Graph,0,205166,1,2,2
78949,52570,53417,23203435,93388,Circle Graph,0,46030,3,2,2
78949,52570,53411,23203626,93382,Circle Graph,0,260837,20,2,2
78949,52571,53457,24323148,93428,Circle Graph,0,69500,3,3,3
78949,52570,53422,24323924,93393,Circle Graph,0,25641,3,2,2
78949,52571,53481,24324085,93452,Circle Graph,0,18000,3,3,3
78949,52571,53462,24324160,93433,Circle Graph,1,14532,1,0,3
78949,52570,53410,24324184,93381,Circle Graph,0,47031,2,2,2
78949,52571,53490,24324315,93461,Circle Graph,0,46516,3,3,3
78949,52570,53416,24324396,93387,Circle Graph,0,44156,2,2,2
78949,52570,53448,24324442,93419,Circle Graph,0,27594,2,2,2
78949,52570,53400,24324517,93371,Circle Graph,0,15969,2,2,2
78949,52570,53401,24324553,93372,Circle Graph,0,18766,5,2,2
78949,52570,53430,24324607,93401,Circle Graph,0,116172,3,2,2
78949,52571,53476,24324745,93447,Circle Graph,0,38797,3,3,3
78949,52571,53481,24324794,93452,Circle Graph,0,13578,1,3,3
78949,52570,53412,24324825,93383,Circle Graph,0,78922,3,2,2
78949,52571,53456,25081955,93427,Circle Graph,1,119396,1,0,3
78949,52571,53452,25082470,93423,Circle Graph,1,60940,1,0,3
78949,52571,53455,25082779,93426,Circle Graph,1,24720,1,0,3
78949,52570,53424,25083303,93395,Circle Graph,0,70219,2,2,2
78949,52571,53487,25083825,93458,Circle Graph,1,41266,1,0,3
78949,52571,53467,25083998,93438,Circle Graph,1,14969,1,0,3
78949,52571,53485,25084071,93456,Circle Graph,1,19860,1,0,3
79748,30037,52658,31783175,92338,Circle Graph,1,46758,1,0,4
79748,52571,53497,33533640,93468,Circle Graph,1,23024,1,0,3
79748,30790,37058,33533661,58521,Circle Graph,0,27609,1,0,0
79748,30790,37078,33533709,58581,Circle Graph,0,26540,1,0,0
79748,30790,37082,33533748,58593,Circle Graph,1,14918,1,0,0
79748,30790,37083,33533757,58596,Circle Graph,1,16873,1,0,0
79748,30397,36824,33533775,57653,Circle Graph,1,50064,1,0,0
79748,30397,36841,33533805,57704,Circle Graph,1,233478,1,0,0
79748,30397,36828,33533874,57665,Circle Graph,0,230047,1,0,0
79748,30037,31371,33534131,47041,Circle Graph,1,67942,1,0,4
79748,30038,31427,33534194,47153,Circle Graph,1,109218,1,0,0
79748,30037,31385,33534247,47055,Circle Graph,1,111736,1,0,4
79750,52570,53442,33619450,93413,Circle Graph,1,396359,1,0,2
79750,30397,36843,33620320,57710,Circle Graph,1,86828,1,0,0
79750,30790,37083,33620521,58596,Circle Graph,1,65266,1,0,0
79750,30038,31413,33620635,47111,Circle Graph,1,92641,1,0,0
79750,30037,31390,33620805,47060,Circle Graph,1,45406,1,0,4
79769,30037,52650,31796562,92330,Circle Graph,1,68700,1,0,3
79769,30037,52674,31796576,92354,Circle Graph,1,41153,1,0,3
79769,52571,53484,33533283,93455,Circle Graph,0,187109,2,2,3
79769,52571,53457,33533401,93428,Circle Graph,0,125526,2,2,3
79769,52571,53489,33533468,93460,Circle Graph,1,101238,1,0,3
79769,52570,53414,33533516,93385,Circle Graph,0,101759,1,1,2
79769,52570,53426,33533578,93397,Circle Graph,1,52886,1,0,2
79769,52571,53460,33533608,93431,Circle Graph,0,67925,5,3,3
79769,52571,53495,33533743,93466,Circle Graph,1,72785,1,0,3
79769,30397,36830,33539769,57671,Circle Graph,0,85391,0,0,0
79769,30397,36829,33539840,57668,Circle Graph,1,50025,1,0,0
79769,30790,37082,33539866,58593,Circle Graph,1,43522,1,0,0
79769,30397,36822,33539871,57647,Circle Graph,1,22242,1,0,0
79769,30038,31409,33539897,47099,Circle Graph,0,130255,1,0,0
79769,30037,31394,33540100,47064,Circle Graph,1,31950,1,0,4
79769,30397,36824,33540151,57653,Circle Graph,1,94703,1,0,0
79769,30397,36849,33540297,57728,Circle Graph,1,17491,1,0,0
79769,52571,53488,33548908,93459,Circle Graph,1,32803,1,0,3
80227,52570,53424,23186270,93395,Circle Graph,0,118536,2,0,2
80227,52570,53403,23186442,93374,Circle Graph,1,22907,1,0,2
80227,52571,53479,23186476,93450,Circle Graph,0,56334,13,2,3
80227,52571,53486,23187157,93457,Circle Graph,1,31110,1,0,3
80227,52571,53480,23187206,93451,Circle Graph,1,28622,1,0,3
80227,52570,53410,23187266,93381,Circle Graph,1,38715,1,0,2
80227,52571,53498,24307036,93469,Circle Graph,1,58454,1,0,3
80227,52570,53418,24307131,93389,Circle Graph,1,41313,1,0,2
80228,52570,53407,24307102,93378,Circle Graph,0,51157,1,2,2
80228,52570,53443,24307223,93414,Circle Graph,0,12000,2,2,2
80228,52570,53426,24307278,93397,Circle Graph,0,18843,1,2,2
80228,52571,53482,24307344,93453,Circle Graph,0,8430,1,3,3
80228,52570,53408,24307395,93379,Circle Graph,0,35947,6,2,2
80228,52570,53411,24307502,93382,Circle Graph,1,28269,1,0,2
80228,52571,53497,24307563,93468,Circle Graph,0,73274,2,3,3
80228,52571,53467,24307789,93438,Circle Graph,0,135966,2,3,3
80228,52570,53406,24308111,93377,Circle Graph,0,7109,1,2,2
80228,52570,53412,24520749,93383,Circle Graph,0,95454,1,2,2
80228,52571,53464,24520976,93435,Circle Graph,0,4649,1,3,3
80228,52570,53437,24521038,93408,Circle Graph,0,5259,1,2,2
